Year,Estado,Subindustria,USD
2012,Baja California,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",16650202
2012,Baja California,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",1529907
2012,Baja California,Fabricacion de equipo de transporte,4039805
2012,Baja California,"Fabricacion de muebles, colchones y persianas",576161
2012,Baja California,Otras industrias manufactureras,3533761
2012,Baja California Sur,Subsectores no especificados,138329
2012,Baja California Sur,Industria alimentaria,30869
2012,Campeche,Subsectores no especificados,2719
2012,Campeche,Extraccion de petroleo y gas,29181614
2012,Campeche,Industria alimentaria,20107
2012,Campeche,Fabricacion de prendas de vestir,190132
2012,Coahuila,Subsectores no especificados,43017
2012,Coahuila,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",76363
2012,Coahuila,Industria alimentaria,128527
2012,Coahuila,Industria de las bebidas y del tabaco,69606
2012,Coahuila,"Fabricacion de productos textiles, excepto prendas de vestir",106582
2012,Coahuila,Fabricacion de prendas de vestir,691789
2012,Coahuila,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",100236
2012,Coahuila,Industria del papel,31823
2012,Coahuila,Industria quimica,79975
2012,Coahuila,Industria del plastico y del hule,394281
2012,Coahuila,Fabricacion de productos a base de minerales no metalicos,66217
2012,Coahuila,Industrias metalicas basicas,5966353
2012,Coahuila,Fabricacion de productos metalicos,378111
2012,Coahuila,Fabricacion de maquinaria y equipo,2740154
2012,Coahuila,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",248533
2012,Coahuila,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",1313123
2012,Coahuila,Fabricacion de equipo de transporte,19035857
2012,Coahuila,"Fabricacion de muebles, colchones y persianas",71711
2012,Coahuila,Otras industrias manufactureras,93862
2012,Colima,Subsectores no especificados,115872
2012,Colima,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",0
2012,Colima,Industria alimentaria,71462
2012,Colima,Industria quimica,33764
2012,Chiapas,Subsectores no especificados,634114
2012,Chiapas,Extraccion de petroleo y gas,840774
2012,Chiapas,Industria alimentaria,143681
2012,Chihuahua,Subsectores no especificados,75231
2012,Chihuahua,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",1480397
2012,Chihuahua,Industria alimentaria,463153
2012,Chihuahua,Industria de las bebidas y del tabaco,82000
2012,Chihuahua,"Fabricacion de productos textiles, excepto prendas de vestir",44515
2012,Chihuahua,Fabricacion de prendas de vestir,215760
2012,Chihuahua,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",222498
2012,Chihuahua,Industria de la madera,20996
2012,Chihuahua,Industria del papel,59471
2012,Chihuahua,Impresion e industrias conexas,48516
2012,Chihuahua,Industria quimica,130443
2012,Chihuahua,Industria del plastico y del hule,290716
2012,Chihuahua,Fabricacion de productos a base de minerales no metalicos,101252
2012,Chihuahua,Industrias metalicas basicas,247470
2012,Chihuahua,Fabricacion de productos metalicos,601057
2012,Chihuahua,Fabricacion de maquinaria y equipo,1455155
2012,Chihuahua,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",21590235
2012,Chihuahua,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",3270370
2012,Chihuahua,Fabricacion de equipo de transporte,8712719
2012,Chihuahua,"Fabricacion de muebles, colchones y persianas",112869
2012,Chihuahua,Otras industrias manufactureras,2540039
2012,Ciudad de Mexico,Subsectores no especificados,2758
2012,Ciudad de Mexico,Industria alimentaria,177619
2012,Ciudad de Mexico,Industria de las bebidas y del tabaco,78254
2012,Ciudad de Mexico,Fabricacion de insumos textiles y acabado de textiles,54112
2012,Ciudad de Mexico,"Fabricacion de productos textiles, excepto prendas de vestir",1798
2012,Ciudad de Mexico,Fabricacion de prendas de vestir,141408
2012,Ciudad de Mexico,Industria de la madera,0
2012,Ciudad de Mexico,Industria del papel,6630
2012,Ciudad de Mexico,Impresion e industrias conexas,44448
2012,Ciudad de Mexico,Industria quimica,1497128
2012,Ciudad de Mexico,Industria del plastico y del hule,113510
2012,Ciudad de Mexico,Fabricacion de productos a base de minerales no metalicos,10603
2012,Ciudad de Mexico,Industrias metalicas basicas,64363
2012,Ciudad de Mexico,Fabricacion de productos metalicos,127067
2012,Ciudad de Mexico,Fabricacion de maquinaria y equipo,55544
2012,Ciudad de Mexico,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",42944
2012,Ciudad de Mexico,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",228199
2012,Ciudad de Mexico,Fabricacion de equipo de transporte,235602
2012,Ciudad de Mexico,"Fabricacion de muebles, colchones y persianas",8803
2012,Ciudad de Mexico,Otras industrias manufactureras,46675
2012,Durango,Subsectores no especificados,65587
2012,Durango,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",585269
2012,Durango,Industria alimentaria,33378
2012,Durango,Fabricacion de prendas de vestir,128587
2012,Durango,Industria de la madera,53299
2012,Durango,Industria del plastico y del hule,168060
2012,Durango,Fabricacion de productos a base de minerales no metalicos,24357
2012,Durango,Industrias metalicas basicas,87389
2012,Durango,Fabricacion de productos metalicos,30567
2012,Durango,Fabricacion de maquinaria y equipo,112213
2012,Durango,Fabricacion de equipo de transporte,282369
2012,Durango,"Fabricacion de muebles, colchones y persianas",37210
2012,Guanajuato,Subsectores no especificados,423887
2012,Guanajuato,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",0
2012,Guanajuato,Industria alimentaria,438907
2012,Guanajuato,Fabricacion de insumos textiles y acabado de textiles,36029
2012,Guanajuato,Fabricacion de prendas de vestir,116493
2012,Guanajuato,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",550770
2012,Guanajuato,Industria del papel,1782
2012,Guanajuato,Impresion e industrias conexas,32026
2012,Guanajuato,Industria quimica,379210
2012,Guanajuato,Industria del plastico y del hule,378651
2012,Guanajuato,Fabricacion de productos a base de minerales no metalicos,18707
2012,Guanajuato,Industrias metalicas basicas,464752
2012,Guanajuato,Fabricacion de productos metalicos,309333
2012,Guanajuato,Fabricacion de maquinaria y equipo,13636
2012,Guanajuato,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",80429
2012,Guanajuato,Fabricacion de equipo de transporte,6898332
2012,Guanajuato,Otras industrias manufactureras,5771
2012,Guerrero,Subsectores no especificados,212
2012,Guerrero,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",723370
2012,Guerrero,Industria de las bebidas y del tabaco,0
2012,Guerrero,Fabricacion de productos a base de minerales no metalicos,4454
2012,Hidalgo,Subsectores no especificados,35132
2012,Hidalgo,Industria alimentaria,17936
2012,Hidalgo,Fabricacion de insumos textiles y acabado de textiles,86931
2012,Hidalgo,Fabricacion de prendas de vestir,69918
2012,Hidalgo,Industria del papel,1088
2012,Hidalgo,Fabricacion de productos derivados del petroleo y del carbon,624325
2012,Hidalgo,Industria quimica,12615
2012,Hidalgo,Industria del plastico y del hule,48862
2012,Hidalgo,Fabricacion de productos a base de minerales no metalicos,26969
2012,Hidalgo,Industrias metalicas basicas,71996
2012,Hidalgo,Fabricacion de productos metalicos,808
2012,Hidalgo,Fabricacion de maquinaria y equipo,19040
2012,Hidalgo,Fabricacion de equipo de transporte,494381
2012,Jalisco,Subsectores no especificados,525
2012,Jalisco,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",45417
2012,Jalisco,Industria alimentaria,441574
2012,Jalisco,Industria de las bebidas y del tabaco,988438
2012,Jalisco,"Fabricacion de productos textiles, excepto prendas de vestir",5301
2012,Jalisco,Fabricacion de prendas de vestir,48208
2012,Jalisco,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",20273
2012,Jalisco,Industria del papel,7763
2012,Jalisco,Impresion e industrias conexas,42352
2012,Jalisco,Fabricacion de productos derivados del petroleo y del carbon,11595
2012,Jalisco,Industria quimica,742273
2012,Jalisco,Industria del plastico y del hule,354576
2012,Jalisco,Fabricacion de productos a base de minerales no metalicos,62258
2012,Jalisco,Industrias metalicas basicas,185873
2012,Jalisco,Fabricacion de productos metalicos,286864
2012,Jalisco,Fabricacion de maquinaria y equipo,45470
2012,Jalisco,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",13316158
2012,Jalisco,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",169578
2012,Jalisco,Fabricacion de equipo de transporte,2542243
2012,Jalisco,"Fabricacion de muebles, colchones y persianas",19217
2012,Jalisco,Otras industrias manufactureras,43763
2012,Mexico,Subsectores no especificados,137237
2012,Mexico,Industria alimentaria,799563
2012,Mexico,Industria de las bebidas y del tabaco,93546
2012,Mexico,Fabricacion de insumos textiles y acabado de textiles,100950
2012,Mexico,"Fabricacion de productos textiles, excepto prendas de vestir",45906
2012,Mexico,Fabricacion de prendas de vestir,221704
2012,Mexico,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",5244
2012,Mexico,Industria del papel,57175
2012,Mexico,Impresion e industrias conexas,10421
2012,Mexico,Fabricacion de productos derivados del petroleo y del carbon,10573
2012,Mexico,Industria quimica,1732104
2012,Mexico,Industria del plastico y del hule,618883
2012,Mexico,Fabricacion de productos a base de minerales no metalicos,394810
2012,Mexico,Industrias metalicas basicas,352225
2012,Mexico,Fabricacion de productos metalicos,598713
2012,Mexico,Fabricacion de maquinaria y equipo,323364
2012,Mexico,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",115505
2012,Mexico,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",268560
2012,Mexico,Fabricacion de equipo de transporte,9025728
2012,Mexico,"Fabricacion de muebles, colchones y persianas",46048
2012,Mexico,Otras industrias manufactureras,2118300
2012,Michoacan,Subsectores no especificados,140381
2012,Michoacan,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",67664
2012,Michoacan,Industria alimentaria,221095
2012,Michoacan,"Fabricacion de productos textiles, excepto prendas de vestir",694
2012,Michoacan,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",0
2012,Michoacan,Industria del papel,5262
2012,Michoacan,Industria quimica,43691
2012,Michoacan,Industria del plastico y del hule,138032
2012,Michoacan,Fabricacion de productos a base de minerales no metalicos,885
2012,Michoacan,Industrias metalicas basicas,632358
2012,Michoacan,Fabricacion de maquinaria y equipo,1922
2012,Morelos,Subsectores no especificados,89558
2012,Morelos,Industria alimentaria,69744
2012,Morelos,Industria de las bebidas y del tabaco,0
2012,Morelos,Fabricacion de insumos textiles y acabado de textiles,41046
2012,Morelos,"Fabricacion de productos textiles, excepto prendas de vestir",0
2012,Morelos,Fabricacion de prendas de vestir,33293
2012,Morelos,Industria del papel,4972
2012,Morelos,Industria quimica,218263
2012,Morelos,Industria del plastico y del hule,171163
2012,Morelos,Fabricacion de productos a base de minerales no metalicos,107967
2012,Morelos,Fabricacion de productos metalicos,24005
2012,Morelos,Fabricacion de maquinaria y equipo,15439
2012,Morelos,Fabricacion de equipo de transporte,3328746
2012,Morelos,Otras industrias manufactureras,15815
2012,Nayarit,Subsectores no especificados,21
2012,Nayarit,Industria alimentaria,69934
2012,Nayarit,Industria de las bebidas y del tabaco,27033
2012,Nuevo Leon,Subsectores no especificados,0
2012,Nuevo Leon,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",19390
2012,Nuevo Leon,Industria alimentaria,837795
2012,Nuevo Leon,Industria de las bebidas y del tabaco,438167
2012,Nuevo Leon,Fabricacion de insumos textiles y acabado de textiles,19513
2012,Nuevo Leon,"Fabricacion de productos textiles, excepto prendas de vestir",51639
2012,Nuevo Leon,Fabricacion de prendas de vestir,23127
2012,Nuevo Leon,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",10914
2012,Nuevo Leon,Industria de la madera,6410
2012,Nuevo Leon,Industria del papel,211009
2012,Nuevo Leon,Impresion e industrias conexas,3204
2012,Nuevo Leon,Fabricacion de productos derivados del petroleo y del carbon,415185
2012,Nuevo Leon,Industria quimica,849756
2012,Nuevo Leon,Industria del plastico y del hule,918712
2012,Nuevo Leon,Fabricacion de productos a base de minerales no metalicos,662816
2012,Nuevo Leon,Industrias metalicas basicas,1644593
2012,Nuevo Leon,Fabricacion de productos metalicos,1136927
2012,Nuevo Leon,Fabricacion de maquinaria y equipo,2523955
2012,Nuevo Leon,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",3376910
2012,Nuevo Leon,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",4501132
2012,Nuevo Leon,Fabricacion de equipo de transporte,7247797
2012,Nuevo Leon,"Fabricacion de muebles, colchones y persianas",99985
2012,Nuevo Leon,Otras industrias manufactureras,816565
2012,Oaxaca,Subsectores no especificados,764850
2012,Oaxaca,Industria alimentaria,11643
2012,Oaxaca,"Fabricacion de muebles, colchones y persianas",0
2012,Puebla,Subsectores no especificados,3963
2012,Puebla,Industria alimentaria,144840
2012,Puebla,Industria de las bebidas y del tabaco,8650
2012,Puebla,Fabricacion de insumos textiles y acabado de textiles,70214
2012,Puebla,"Fabricacion de productos textiles, excepto prendas de vestir",9990
2012,Puebla,Fabricacion de prendas de vestir,350796
2012,Puebla,Industria del papel,90323
2012,Puebla,Industria quimica,237465
2012,Puebla,Industria del plastico y del hule,442205
2012,Puebla,Fabricacion de productos a base de minerales no metalicos,7082
2012,Puebla,Industrias metalicas basicas,45346
2012,Puebla,Fabricacion de productos metalicos,237222
2012,Puebla,Fabricacion de maquinaria y equipo,61432
2012,Puebla,Fabricacion de equipo de transporte,10529201
2012,Puebla,"Fabricacion de muebles, colchones y persianas",14500
2012,Puebla,Otras industrias manufactureras,24716
2012,Queretaro,Subsectores no especificados,180936
2012,Queretaro,Industria alimentaria,227501
2012,Queretaro,Industria de las bebidas y del tabaco,11418
2012,Queretaro,Fabricacion de prendas de vestir,95623
2012,Queretaro,Industria de la madera,0
2012,Queretaro,Industria del papel,132849
2012,Queretaro,Impresion e industrias conexas,20780
2012,Queretaro,Fabricacion de productos derivados del petroleo y del carbon,52186
2012,Queretaro,Industria quimica,462264
2012,Queretaro,Industria del plastico y del hule,313017
2012,Queretaro,Fabricacion de productos a base de minerales no metalicos,150664
2012,Queretaro,Industrias metalicas basicas,49326
2012,Queretaro,Fabricacion de productos metalicos,160944
2012,Queretaro,Fabricacion de maquinaria y equipo,447864
2012,Queretaro,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",763789
2012,Queretaro,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",339836
2012,Queretaro,Fabricacion de equipo de transporte,3977396
2012,Quintana Roo,Subsectores no especificados,44176
2012,San Luis Potosi,Subsectores no especificados,7149
2012,San Luis Potosi,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",265688
2012,San Luis Potosi,Industria alimentaria,177798
2012,San Luis Potosi,Fabricacion de insumos textiles y acabado de textiles,39415
2012,San Luis Potosi,"Fabricacion de productos textiles, excepto prendas de vestir",21380
2012,San Luis Potosi,Fabricacion de prendas de vestir,78078
2012,San Luis Potosi,Industria del papel,58511
2012,San Luis Potosi,Industria quimica,104959
2012,San Luis Potosi,Industria del plastico y del hule,531925
2012,San Luis Potosi,Fabricacion de productos a base de minerales no metalicos,13094
2012,San Luis Potosi,Industrias metalicas basicas,573304
2012,San Luis Potosi,Fabricacion de productos metalicos,79698
2012,San Luis Potosi,Fabricacion de maquinaria y equipo,471735
2012,San Luis Potosi,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",38710
2012,San Luis Potosi,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",589945
2012,San Luis Potosi,Fabricacion de equipo de transporte,4121435
2012,San Luis Potosi,Otras industrias manufactureras,51591
2012,Sinaloa,Subsectores no especificados,7962
2012,Sinaloa,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",62879
2012,Sinaloa,Industria alimentaria,260983
2012,Sinaloa,Industria de las bebidas y del tabaco,8715
2012,Sinaloa,Industria del papel,569
2012,Sinaloa,Industria quimica,0
2012,Sinaloa,Industria del plastico y del hule,9036
